province_territory,category_1,category_2,category_3,total_flag,year,value
Northwest Territories,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,,True,2002,10
Northwest Territories,Canadian Interests,Charitable or religious work,,False,2002,10
Northwest Territories,Canadian Interests,,,True,2002,45
Northwest Territories,Other IMP Participants,,,False,2002,
Northwest Territories,Vulnerable workers,Vulnerable workers,,False,2002,0
Northwest Territories,Vulnerable workers,,,True,2002,0
Northwest Territories,,,,True,2002,60
Nunavut,Agreements,Canada-International,Non-Trade,False,2002,0
Nunavut,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,
Nunavut,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,0
Nunavut,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
Nunavut,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2002,0
Nunavut,Agreements,Canada-International,,True,2002,
Nunavut,Agreements,Canada - Provincial/Territorial,,False,2002,0
Nunavut,Agreements,Other Agreements,,False,2002,0
Nunavut,Agreements,,,True,2002,
Nunavut,Canadian Interests,Significant benefit,Intra-company transfers,False,2002,0
Nunavut,Canadian Interests,Significant benefit,Emergency repairs,False,2002,0
Nunavut,Canadian Interests,Significant benefit,Significant benefit - general,False,2002,
Nunavut,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2002,0
Nunavut,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2002,0
Nunavut,Canadian Interests,Significant benefit,,True,2002,
Nunavut,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,0
Nunavut,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,0
Nunavut,Canadian Interests,Reciprocal Employment,,True,2002,0
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,
Nunavut,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,0
Nunavut,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,0
Nunavut,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
Nunavut,Canadian Interests,Competitiveness and public policy,,True,2002,
Nunavut,Canadian Interests,Charitable or religious work,,False,2002,0
Nunavut,Canadian Interests,,,True,2002,
Nunavut,Other IMP Participants,,,False,2002,0
Nunavut,Vulnerable workers,Vulnerable workers,,False,2002,0
Nunavut,Vulnerable workers,,,True,2002,0
Nunavut,,,,True,2002,5
Province / Territory not stated,Not stated,,,False,2002,0
Total,,,,True,2002,"50,390"
Newfoundland and Labrador,Agreements,Canada-International,Non-Trade,False,2003,0
Newfoundland and Labrador,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2003,95
Newfoundland and Labrador,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2003,5
Newfoundland and Labrador,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2003,10
Newfoundland and Labrador,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2003,0
Newfoundland and Labrador,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2003,0
Newfoundland and Labrador,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2003,0
Newfoundland and Labrador,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2003,0
Newfoundland and Labrador,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2003,0
Newfoundland and Labrador,Agreements,Canada-International,,True,2003,110
Newfoundland and Labrador,Agreements,Canada - Provincial/Territorial,,False,2003,0
Newfoundland and Labrador,Agreements,Other Agreements,,False,2003,10
Newfoundland and Labrador,Agreements,Provincial/Territorial - International,,False,2003,0
Newfoundland and Labrador,Agreements,,,True,2003,120
Newfoundland and Labrador,Canadian Interests,Significant benefit,,False,2003,105
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2003,10
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2003,
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2003,25
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,,True,2003,35
Newfoundland and Labrador,Canadian Interests,"Research, educational or training programs",,False,2003,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2003,55
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2003,20
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2003,10
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2003,25
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2003,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2003,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,,True,2003,115
Newfoundland and Labrador,Canadian Interests,Charitable or religious work,,False,2003,
Newfoundland and Labrador,Canadian Interests,,,True,2003,260
Newfoundland and Labrador,Other IMP Participants,,,False,2003,0
Newfoundland and Labrador,Vulnerable workers,Vulnerable workers,,False,2003,0
Newfoundland and Labrador,Vulnerable workers,,,True,2003,0
Newfoundland and Labrador,,,,True,2003,375
Prince Edward Island,Agreements,Canada-International,Non-Trade,False,2003,0
Prince Edward Island,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2003,15
Prince Edward Island,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2003,
Prince Edward Island,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2003,0
Prince Edward Island,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2003,0
Prince Edward Island,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2003,0
Prince Edward Island,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2003,0
Prince Edward Island,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2003,0
Prince Edward Island,Agreements,Canada-International,,True,2003,20
Prince Edward Island,Agreements,Canada - Provincial/Territorial,,False,2003,0
Prince Edward Island,Agreements,Other Agreements,,False,2003,0
Prince Edward Island,Agreements,Provincial/Territorial - International,,False,2003,0
Prince Edward Island,Agreements,,,True,2003,20
Prince Edward Island,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2003,
Prince Edward Island,Canadian Interests,Significant benefit,Intra-company transfers,False,2003,
Prince Edward Island,Canadian Interests,Significant benefit,Emergency repairs,False,2003,0
Prince Edward Island,Canadian Interests,Significant benefit,Significant benefit - general,False,2003,
Prince Edward Island,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2003,0
Prince Edward Island,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2003,0
Prince Edward Island,Canadian Interests,Significant benefit,,True,2003,5
Prince Edward Island,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2003,15
Prince Edward Island,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2003,0
Prince Edward Island,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2003,0
Prince Edward Island,Canadian Interests,Reciprocal Employment,,True,2003,15
Prince Edward Island,Canadian Interests,"Research, educational or training programs",,False,2003,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2003,10
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2003,10
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2003,
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2003,
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2003,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2003,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,,True,2003,30
Prince Edward Island,Canadian Interests,Charitable or religious work,,False,2003,
Prince Edward Island,Canadian Interests,,,True,2003,50
Prince Edward Island,Other IMP Participants,,,False,2003,0
Prince Edward Island,Vulnerable workers,Vulnerable workers,,False,2003,0
Prince Edward Island,Vulnerable workers,,,True,2003,0
Prince Edward Island,,,,True,2003,70
Nova Scotia,Agreements,Canada-International,Non-Trade,False,2003,0
Nova Scotia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2003,205
Nova Scotia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2003,
Nova Scotia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2003,5
Nova Scotia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2003,0
Nova Scotia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2003,0
Nova Scotia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2003,0
Nova Scotia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2003,0
Nova Scotia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2003,0
Nova Scotia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2003,0
Nova Scotia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2003,0
Nova Scotia,Agreements,Canada-International,,True,2003,215
Nova Scotia,Agreements,Canada - Provincial/Territorial,,False,2003,0
Nova Scotia,Agreements,Other Agreements,,False,2003,20
Nova Scotia,Agreements,Provincial/Territorial - International,,False,2003,0
Nova Scotia,Agreements,,,True,2003,235
Nova Scotia,Canadian Interests,Significant benefit,,False,2003,90
Nova Scotia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2003,75
Nova Scotia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2003,15
Nova Scotia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2003,10
Nova Scotia,Canadian Interests,Reciprocal Employment,,True,2003,100
Nova Scotia,Canadian Interests,"Research, educational or training programs",,False,2003,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2003,90
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2003,55
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2003,45
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2003,110
Nova Scotia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2003,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2003,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,,True,2003,305
Nova Scotia,Canadian Interests,Charitable or religious work,,False,2003,35
Nova Scotia,Canadian Interests,,,True,2003,530
Nova Scotia,Other IMP Participants,,,False,2003,
Nova Scotia,Vulnerable workers,Vulnerable workers,,False,2003,0
Nova Scotia,Vulnerable workers,,,True,2003,0
Nova Scotia,,,,True,2003,765
New Brunswick,Agreements,Canada-International,Non-Trade,False,2003,0
New Brunswick,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2003,115
New Brunswick,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2003,
New Brunswick,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2003,
New Brunswick,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2003,0
New Brunswick,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2003,0
